filename,cell_type,xmin,xmax,ymin,ymax
BloodImage_00093.jpg,RBC,452,587,200,308
BloodImage_00093.jpg,RBC,357,465,319,420
BloodImage_00093.jpg,RBC,295,403,379,480
BloodImage_00093.jpg,RBC,108,216,222,323
BloodImage_00093.jpg,RBC,197,305,379,480
BloodImage_00093.jpg,RBC,440,548,24,125
BloodImage_00093.jpg,RBC,362,470,1,100
BloodImage_00093.jpg,RBC,575,640,269,366
BloodImage_00093.jpg,RBC,290,355,113,210
BloodImage_00093.jpg,RBC,226,331,293,382
BloodImage_00093.jpg,RBC,1,107,357,473
BloodImage_00093.jpg,Platelets,479,519,290,326
BloodImage_00093.jpg,WBC,9,137,1,103
