filename,cell_type,xmin,xmax,ymin,ymax
BloodImage_00189.jpg,RBC,385,502,66,191
BloodImage_00189.jpg,RBC,261,367,73,157
BloodImage_00189.jpg,RBC,483,587,156,303
BloodImage_00189.jpg,RBC,380,480,269,372
BloodImage_00189.jpg,RBC,80,192,1,81
BloodImage_00189.jpg,RBC,447,522,410,480
BloodImage_00189.jpg,RBC,203,334,350,456
BloodImage_00189.jpg,RBC,318,406,338,433
BloodImage_00189.jpg,RBC,1,100,142,253
BloodImage_00189.jpg,RBC,506,606,21,132
BloodImage_00189.jpg,RBC,566,640,392,480
BloodImage_00189.jpg,WBC,188,387,165,340
BloodImage_00189.jpg,RBC,100,206,198,282
BloodImage_00189.jpg,RBC,139,265,304,413
