filename,cell_type,xmin,xmax,ymin,ymax
BloodImage_00043.jpg,WBC,76,217,106,228
BloodImage_00043.jpg,WBC,498,639,304,480
BloodImage_00043.jpg,Platelets,177,211,76,115
BloodImage_00043.jpg,Platelets,61,95,441,480
BloodImage_00043.jpg,RBC,17,144,330,428
BloodImage_00043.jpg,RBC,107,234,345,443
BloodImage_00043.jpg,RBC,86,213,223,321
BloodImage_00043.jpg,RBC,31,158,208,306
BloodImage_00043.jpg,RBC,367,494,286,384
BloodImage_00043.jpg,RBC,346,473,175,273
BloodImage_00043.jpg,RBC,296,423,46,144
BloodImage_00043.jpg,RBC,417,511,84,188
BloodImage_00043.jpg,RBC,4,98,1,104
BloodImage_00043.jpg,RBC,1,77,97,200
BloodImage_00043.jpg,RBC,564,640,49,167
BloodImage_00043.jpg,RBC,507,623,126,245
