filename,cell_type,xmin,xmax,ymin,ymax
BloodImage_00109.jpg,RBC,389,486,158,248
BloodImage_00109.jpg,RBC,500,598,373,465
BloodImage_00109.jpg,RBC,297,393,155,255
BloodImage_00109.jpg,RBC,393,500,3,104
BloodImage_00109.jpg,RBC,259,354,166,268
BloodImage_00109.jpg,RBC,262,362,286,411
BloodImage_00109.jpg,RBC,102,216,48,159
BloodImage_00109.jpg,RBC,37,151,148,237
BloodImage_00109.jpg,RBC,34,125,229,307
BloodImage_00109.jpg,RBC,214,309,62,170
BloodImage_00109.jpg,RBC,60,164,355,458
BloodImage_00109.jpg,WBC,363,519,251,421
