filename,cell_type,xmin,xmax,ymin,ymax
BloodImage_00069.jpg,RBC,17,114,235,335
BloodImage_00069.jpg,RBC,210,307,272,372
BloodImage_00069.jpg,RBC,325,445,134,238
BloodImage_00069.jpg,RBC,270,380,57,158
BloodImage_00069.jpg,RBC,160,283,1,86
BloodImage_00069.jpg,RBC,190,298,153,253
BloodImage_00069.jpg,RBC,428,536,379,480
BloodImage_00069.jpg,RBC,477,585,196,297
BloodImage_00069.jpg,RBC,487,575,16,98
BloodImage_00069.jpg,RBC,525,613,122,204
BloodImage_00069.jpg,RBC,1,115,321,439
BloodImage_00069.jpg,RBC,111,225,308,406
BloodImage_00069.jpg,WBC,341,482,260,385
BloodImage_00069.jpg,Platelets,306,345,342,373
BloodImage_00069.jpg,Platelets,438,474,198,234
