filename,cell_type,xmin,xmax,ymin,ymax
BloodImage_00164.jpg,RBC,169,300,179,317
BloodImage_00164.jpg,RBC,423,520,336,453
BloodImage_00164.jpg,RBC,532,629,358,475
BloodImage_00164.jpg,RBC,353,448,39,135
BloodImage_00164.jpg,RBC,345,451,124,245
BloodImage_00164.jpg,RBC,309,415,233,354
BloodImage_00164.jpg,RBC,532,639,151,268
BloodImage_00164.jpg,RBC,455,593,69,184
BloodImage_00164.jpg,RBC,4,136,188,316
BloodImage_00164.jpg,RBC,102,220,77,196
BloodImage_00164.jpg,WBC,124,335,300,480
BloodImage_00164.jpg,Platelets,589,626,134,167
