filename,cell_type,xmin,xmax,ymin,ymax
BloodImage_00052.jpg,RBC,214,333,81,183
BloodImage_00052.jpg,RBC,332,423,56,151
BloodImage_00052.jpg,RBC,346,437,157,252
BloodImage_00052.jpg,RBC,415,506,241,336
BloodImage_00052.jpg,RBC,175,255,121,201
BloodImage_00052.jpg,RBC,448,547,392,480
BloodImage_00052.jpg,RBC,257,372,388,480
BloodImage_00052.jpg,RBC,6,121,388,480
BloodImage_00052.jpg,RBC,494,609,51,150
BloodImage_00052.jpg,RBC,375,508,1,80
BloodImage_00052.jpg,RBC,549,640,340,442
BloodImage_00052.jpg,RBC,571,640,201,333
BloodImage_00052.jpg,RBC,39,153,84,207
BloodImage_00052.jpg,RBC,22,136,278,401
BloodImage_00052.jpg,WBC,113,241,232,366
BloodImage_00052.jpg,Platelets,294,338,194,234
BloodImage_00052.jpg,Platelets,241,285,258,298
BloodImage_00052.jpg,RBC,481,546,236,321
