filename,cell_type,xmin,xmax,ymin,ymax
BloodImage_00276.jpg,RBC,143,243,95,213
BloodImage_00276.jpg,RBC,173,265,194,304
BloodImage_00276.jpg,RBC,71,166,11,113
BloodImage_00276.jpg,RBC,431,526,32,134
BloodImage_00276.jpg,RBC,490,585,32,134
BloodImage_00276.jpg,RBC,440,535,144,246
BloodImage_00276.jpg,RBC,527,622,161,263
BloodImage_00276.jpg,RBC,417,524,246,354
BloodImage_00276.jpg,RBC,378,485,302,410
BloodImage_00276.jpg,RBC,46,137,207,309
BloodImage_00276.jpg,RBC,54,165,360,466
BloodImage_00276.jpg,RBC,512,614,327,419
BloodImage_00276.jpg,WBC,221,415,36,225
BloodImage_00276.jpg,Platelets,351,382,317,349
BloodImage_00276.jpg,Platelets,37,72,166,203
