filename,cell_type,xmin,xmax,ymin,ymax
BloodImage_00226.jpg,RBC,51,138,159,267
BloodImage_00226.jpg,RBC,210,332,274,382
BloodImage_00226.jpg,RBC,515,605,186,288
BloodImage_00226.jpg,RBC,423,528,161,265
BloodImage_00226.jpg,RBC,359,480,377,480
BloodImage_00226.jpg,RBC,254,378,409,480
BloodImage_00226.jpg,RBC,146,237,409,480
BloodImage_00226.jpg,RBC,69,148,424,480
BloodImage_00226.jpg,RBC,115,210,89,172
BloodImage_00226.jpg,RBC,209,319,1,83
BloodImage_00226.jpg,RBC,101,204,1,70
BloodImage_00226.jpg,RBC,355,458,1,70
BloodImage_00226.jpg,RBC,498,580,357,455
BloodImage_00226.jpg,RBC,384,478,286,378
BloodImage_00226.jpg,RBC,476,579,84,181
BloodImage_00226.jpg,WBC,210,390,79,268
BloodImage_00226.jpg,Platelets,26,96,277,340
