filename,cell_type,xmin,xmax,ymin,ymax
BloodImage_00357.jpg,RBC,5,90,249,354
BloodImage_00357.jpg,RBC,210,323,8,118
BloodImage_00357.jpg,RBC,158,256,283,394
BloodImage_00357.jpg,RBC,83,166,399,480
BloodImage_00357.jpg,RBC,534,635,13,116
BloodImage_00357.jpg,RBC,409,499,85,173
BloodImage_00357.jpg,RBC,247,360,225,325
BloodImage_00357.jpg,RBC,268,381,293,393
BloodImage_00357.jpg,RBC,84,192,179,293
BloodImage_00357.jpg,RBC,155,263,157,271
BloodImage_00357.jpg,RBC,150,256,1,111
BloodImage_00357.jpg,RBC,333,433,361,431
BloodImage_00357.jpg,RBC,1,90,112,200
BloodImage_00357.jpg,WBC,383,625,205,434
