filename,cell_type,xmin,xmax,ymin,ymax
BloodImage_00083.jpg,WBC,91,272,255,402
BloodImage_00083.jpg,Platelets,462,498,83,119
BloodImage_00083.jpg,Platelets,429,482,16,65
BloodImage_00083.jpg,Platelets,165,201,431,467
BloodImage_00083.jpg,RBC,514,633,267,372
BloodImage_00083.jpg,RBC,209,328,151,256
BloodImage_00083.jpg,RBC,247,366,119,224
BloodImage_00083.jpg,RBC,310,429,135,240
BloodImage_00083.jpg,RBC,356,475,130,235
BloodImage_00083.jpg,RBC,399,518,153,258
BloodImage_00083.jpg,RBC,437,556,161,266
BloodImage_00083.jpg,RBC,506,625,137,242
BloodImage_00083.jpg,RBC,113,232,1,105
BloodImage_00083.jpg,RBC,217,336,1,105
BloodImage_00083.jpg,RBC,292,411,27,132
BloodImage_00083.jpg,RBC,1,100,182,312
BloodImage_00083.jpg,RBC,358,478,398,480
