filename,cell_type,xmin,xmax,ymin,ymax
BloodImage_00033.jpg,WBC,129,280,109,251
BloodImage_00033.jpg,RBC,83,192,230,332
BloodImage_00033.jpg,RBC,303,394,238,359
BloodImage_00033.jpg,RBC,276,346,245,365
BloodImage_00033.jpg,RBC,244,314,269,389
BloodImage_00033.jpg,RBC,219,289,287,407
BloodImage_00033.jpg,RBC,190,260,291,411
BloodImage_00033.jpg,RBC,442,551,219,321
BloodImage_00033.jpg,RBC,391,500,207,309
BloodImage_00033.jpg,RBC,468,577,303,405
BloodImage_00033.jpg,RBC,575,640,331,434
BloodImage_00033.jpg,RBC,568,640,89,185
BloodImage_00033.jpg,RBC,532,640,36,134
BloodImage_00033.jpg,RBC,350,465,74,185
BloodImage_00033.jpg,RBC,297,414,1,91
BloodImage_00033.jpg,RBC,348,463,369,480
BloodImage_00033.jpg,RBC,177,286,389,480
BloodImage_00033.jpg,RBC,68,163,22,131
BloodImage_00033.jpg,RBC,198,291,1,89
