filename,cell_type,xmin,xmax,ymin,ymax
BloodImage_00366.jpg,RBC,343,454,130,231
BloodImage_00366.jpg,RBC,329,440,262,363
BloodImage_00366.jpg,RBC,365,476,354,455
BloodImage_00366.jpg,RBC,143,254,75,176
BloodImage_00366.jpg,RBC,72,153,18,99
BloodImage_00366.jpg,RBC,142,243,250,349
BloodImage_00366.jpg,RBC,67,168,271,370
BloodImage_00366.jpg,RBC,130,235,348,440
BloodImage_00366.jpg,RBC,469,574,81,173
BloodImage_00366.jpg,RBC,444,566,254,355
BloodImage_00366.jpg,RBC,535,640,162,284
BloodImage_00366.jpg,RBC,348,453,7,99
BloodImage_00366.jpg,RBC,388,493,18,110
BloodImage_00366.jpg,RBC,529,634,327,419
BloodImage_00366.jpg,WBC,1,147,81,294
BloodImage_00366.jpg,Platelets,174,212,203,250
