filename,cell_type,xmin,xmax,ymin,ymax
BloodImage_00209.jpg,RBC,141,236,99,203
BloodImage_00209.jpg,RBC,84,181,3,101
BloodImage_00209.jpg,RBC,251,345,1,93
BloodImage_00209.jpg,RBC,373,467,11,104
BloodImage_00209.jpg,RBC,551,634,110,194
BloodImage_00209.jpg,RBC,528,633,313,408
BloodImage_00209.jpg,RBC,191,296,281,376
BloodImage_00209.jpg,RBC,55,160,372,467
BloodImage_00209.jpg,RBC,330,455,128,225
BloodImage_00209.jpg,RBC,200,300,347,433
BloodImage_00209.jpg,RBC,121,241,192,320
BloodImage_00209.jpg,WBC,285,474,225,407
