filename,cell_type,xmin,xmax,ymin,ymax
BloodImage_00272.jpg,RBC,37,137,402,480
BloodImage_00272.jpg,RBC,35,141,46,147
BloodImage_00272.jpg,RBC,98,194,125,248
BloodImage_00272.jpg,RBC,184,259,184,308
BloodImage_00272.jpg,RBC,191,297,66,167
BloodImage_00272.jpg,RBC,284,408,83,182
BloodImage_00272.jpg,RBC,265,390,1,93
BloodImage_00272.jpg,RBC,261,398,191,315
BloodImage_00272.jpg,RBC,449,546,67,161
BloodImage_00272.jpg,RBC,515,612,259,353
BloodImage_00272.jpg,RBC,251,356,379,477
BloodImage_00272.jpg,RBC,388,494,347,454
BloodImage_00272.jpg,RBC,543,634,92,180
BloodImage_00272.jpg,WBC,1,122,217,408
