filename,cell_type,xmin,xmax,ymin,ymax
BloodImage_00338.jpg,RBC,453,555,81,182
BloodImage_00338.jpg,RBC,476,599,171,307
BloodImage_00338.jpg,RBC,346,455,212,316
BloodImage_00338.jpg,RBC,24,127,113,207
BloodImage_00338.jpg,RBC,163,289,31,131
BloodImage_00338.jpg,RBC,83,175,303,382
BloodImage_00338.jpg,RBC,304,413,64,174
BloodImage_00338.jpg,RBC,60,153,61,157
BloodImage_00338.jpg,RBC,174,265,321,406
BloodImage_00338.jpg,RBC,191,292,164,245
BloodImage_00338.jpg,RBC,91,190,181,276
BloodImage_00338.jpg,RBC,169,263,202,278
BloodImage_00338.jpg,RBC,504,504,337,337
BloodImage_00338.jpg,WBC,244,509,327,480
