filename,cell_type,xmin,xmax,ymin,ymax
BloodImage_00297.jpg,RBC,400,511,263,350
BloodImage_00297.jpg,RBC,393,504,346,433
BloodImage_00297.jpg,RBC,332,440,45,153
BloodImage_00297.jpg,RBC,148,256,17,125
BloodImage_00297.jpg,RBC,54,146,361,450
BloodImage_00297.jpg,RBC,43,127,205,311
BloodImage_00297.jpg,RBC,325,438,153,266
BloodImage_00297.jpg,RBC,468,581,156,269
BloodImage_00297.jpg,RBC,104,196,289,378
BloodImage_00297.jpg,WBC,172,407,275,480
BloodImage_00297.jpg,Platelets,198,267,235,293
BloodImage_00297.jpg,Platelets,315,357,1,36
