filename,cell_type,xmin,xmax,ymin,ymax
BloodImage_00195.jpg,RBC,142,258,354,447
BloodImage_00195.jpg,RBC,27,138,373,463
BloodImage_00195.jpg,RBC,208,324,90,183
BloodImage_00195.jpg,RBC,387,504,41,149
BloodImage_00195.jpg,RBC,417,510,154,263
BloodImage_00195.jpg,RBC,553,640,228,355
BloodImage_00195.jpg,RBC,140,238,194,296
BloodImage_00195.jpg,RBC,239,337,284,386
BloodImage_00195.jpg,RBC,53,153,305,395
BloodImage_00195.jpg,RBC,273,386,20,140
BloodImage_00195.jpg,WBC,337,469,269,402
BloodImage_00195.jpg,Platelets,134,167,194,227
BloodImage_00195.jpg,WBC,555,640,89,213
