filename,cell_type,xmin,xmax,ymin,ymax
BloodImage_00333.jpg,RBC,183,260,144,287
BloodImage_00333.jpg,RBC,129,249,40,141
BloodImage_00333.jpg,RBC,86,181,153,244
BloodImage_00333.jpg,RBC,56,164,233,332
BloodImage_00333.jpg,RBC,205,319,313,425
BloodImage_00333.jpg,RBC,256,362,211,309
BloodImage_00333.jpg,RBC,335,454,149,246
BloodImage_00333.jpg,RBC,10,125,329,453
BloodImage_00333.jpg,RBC,1,110,79,187
BloodImage_00333.jpg,RBC,334,426,40,152
BloodImage_00333.jpg,RBC,376,500,31,152
BloodImage_00333.jpg,RBC,498,603,257,361
BloodImage_00333.jpg,RBC,511,607,322,414
BloodImage_00333.jpg,RBC,474,571,121,210
BloodImage_00333.jpg,WBC,295,518,267,472
BloodImage_00333.jpg,Platelets,290,321,89,119
BloodImage_00333.jpg,Platelets,479,504,440,477
