filename,cell_type,xmin,xmax,ymin,ymax
BloodImage_00369.jpg,RBC,275,370,289,408
BloodImage_00369.jpg,RBC,392,488,304,382
BloodImage_00369.jpg,RBC,11,125,251,352
BloodImage_00369.jpg,RBC,128,224,307,421
BloodImage_00369.jpg,RBC,7,119,333,442
BloodImage_00369.jpg,RBC,159,270,137,243
BloodImage_00369.jpg,RBC,502,620,242,344
BloodImage_00369.jpg,RBC,401,520,378,470
BloodImage_00369.jpg,RBC,242,348,113,234
BloodImage_00369.jpg,RBC,1,98,80,178
BloodImage_00369.jpg,RBC,1,111,169,273
BloodImage_00369.jpg,RBC,111,228,49,147
BloodImage_00369.jpg,RBC,388,499,43,117
BloodImage_00369.jpg,RBC,496,599,29,150
BloodImage_00369.jpg,RBC,237,342,412,480
BloodImage_00369.jpg,RBC,300,397,1,85
BloodImage_00369.jpg,RBC,69,163,1,85
BloodImage_00369.jpg,WBC,324,522,107,303
BloodImage_00369.jpg,Platelets,349,394,396,449
BloodImage_00369.jpg,Platelets,589,640,129,194
