filename,cell_type,xmin,xmax,ymin,ymax
BloodImage_00245.jpg,RBC,332,436,365,459
BloodImage_00245.jpg,RBC,229,327,398,480
BloodImage_00245.jpg,RBC,509,612,118,225
BloodImage_00245.jpg,RBC,408,511,9,116
BloodImage_00245.jpg,RBC,292,407,87,194
BloodImage_00245.jpg,RBC,328,419,174,282
BloodImage_00245.jpg,RBC,270,361,255,363
BloodImage_00245.jpg,RBC,321,390,291,368
BloodImage_00245.jpg,RBC,1,62,29,133
BloodImage_00245.jpg,RBC,30,145,104,211
BloodImage_00245.jpg,RBC,213,311,55,160
BloodImage_00245.jpg,RBC,274,374,1,77
BloodImage_00245.jpg,RBC,108,226,51,148
BloodImage_00245.jpg,RBC,484,587,365,472
BloodImage_00245.jpg,RBC,1,74,382,474
BloodImage_00245.jpg,WBC,77,281,154,357
BloodImage_00245.jpg,Platelets,9,43,323,352
