filename,cell_type,xmin,xmax,ymin,ymax
BloodImage_00054.jpg,RBC,451,560,19,108
BloodImage_00054.jpg,RBC,408,514,118,211
BloodImage_00054.jpg,RBC,432,573,415,480
BloodImage_00054.jpg,RBC,269,373,323,443
BloodImage_00054.jpg,RBC,288,399,138,232
BloodImage_00054.jpg,RBC,533,637,205,325
BloodImage_00054.jpg,RBC,477,600,269,367
BloodImage_00054.jpg,RBC,135,219,186,265
BloodImage_00054.jpg,RBC,5,114,218,300
BloodImage_00054.jpg,RBC,42,161,340,453
BloodImage_00054.jpg,WBC,145,262,61,166
BloodImage_00054.jpg,RBC,557,640,125,214
BloodImage_00054.jpg,RBC,282,377,408,480
BloodImage_00054.jpg,RBC,180,270,343,434
