filename,cell_type,xmin,xmax,ymin,ymax
BloodImage_00351.jpg,RBC,115,229,108,221
BloodImage_00351.jpg,RBC,47,147,25,137
BloodImage_00351.jpg,RBC,226,295,72,173
BloodImage_00351.jpg,RBC,204,316,177,287
BloodImage_00351.jpg,RBC,192,290,282,381
BloodImage_00351.jpg,RBC,300,411,247,352
BloodImage_00351.jpg,RBC,504,633,353,470
BloodImage_00351.jpg,RBC,23,124,230,334
BloodImage_00351.jpg,RBC,43,166,292,417
BloodImage_00351.jpg,RBC,314,420,139,240
BloodImage_00351.jpg,RBC,455,588,45,130
BloodImage_00351.jpg,RBC,309,423,1,86
BloodImage_00351.jpg,RBC,223,317,1,81
BloodImage_00351.jpg,RBC,371,489,360,480
BloodImage_00351.jpg,Platelets,147,179,326,355
BloodImage_00351.jpg,Platelets,200,243,397,438
BloodImage_00351.jpg,WBC,379,619,111,370
