filename,cell_type,xmin,xmax,ymin,ymax
BloodImage_00046.jpg,WBC,312,453,1,92
BloodImage_00046.jpg,Platelets,47,99,237,281
BloodImage_00046.jpg,RBC,340,473,143,259
BloodImage_00046.jpg,RBC,245,358,129,233
BloodImage_00046.jpg,RBC,241,354,29,133
BloodImage_00046.jpg,RBC,138,251,294,398
BloodImage_00046.jpg,RBC,61,174,313,417
BloodImage_00046.jpg,RBC,157,262,391,480
BloodImage_00046.jpg,RBC,218,315,417,480
BloodImage_00046.jpg,RBC,1,109,417,480
BloodImage_00046.jpg,RBC,521,609,90,181
BloodImage_00046.jpg,RBC,479,567,109,200
BloodImage_00046.jpg,RBC,463,551,172,263
BloodImage_00046.jpg,RBC,499,587,189,280
BloodImage_00046.jpg,RBC,519,607,209,300
BloodImage_00046.jpg,RBC,532,640,239,337
BloodImage_00046.jpg,RBC,485,623,398,480
BloodImage_00046.jpg,RBC,106,213,22,120
BloodImage_00046.jpg,RBC,1,85,83,189
BloodImage_00046.jpg,RBC,7,112,1,91
BloodImage_00046.jpg,RBC,214,328,284,383
BloodImage_00046.jpg,RBC,338,415,296,383
BloodImage_00046.jpg,RBC,334,411,349,436
BloodImage_00046.jpg,RBC,269,377,387,480
