filename,cell_type,xmin,xmax,ymin,ymax
BloodImage_00115.jpg,RBC,23,126,294,393
BloodImage_00115.jpg,RBC,223,306,119,204
BloodImage_00115.jpg,RBC,499,602,141,236
BloodImage_00115.jpg,RBC,117,220,52,147
BloodImage_00115.jpg,RBC,472,577,243,354
BloodImage_00115.jpg,RBC,556,640,354,439
BloodImage_00115.jpg,RBC,466,564,405,480
BloodImage_00115.jpg,RBC,302,405,434,480
BloodImage_00115.jpg,RBC,165,265,441,480
BloodImage_00115.jpg,RBC,1,87,62,144
BloodImage_00115.jpg,WBC,200,356,247,396
BloodImage_00115.jpg,RBC,122,206,294,396
BloodImage_00115.jpg,RBC,110,194,214,316
BloodImage_00115.jpg,RBC,357,446,153,264
BloodImage_00115.jpg,RBC,288,379,103,198
