filename,cell_type,xmin,xmax,ymin,ymax
BloodImage_00210.jpg,RBC,300,423,67,169
BloodImage_00210.jpg,RBC,466,589,85,187
BloodImage_00210.jpg,RBC,458,581,145,247
BloodImage_00210.jpg,RBC,414,536,260,345
BloodImage_00210.jpg,RBC,188,284,193,298
BloodImage_00210.jpg,RBC,88,184,236,341
BloodImage_00210.jpg,RBC,28,124,48,153
BloodImage_00210.jpg,RBC,228,331,397,480
BloodImage_00210.jpg,RBC,201,303,102,193
BloodImage_00210.jpg,RBC,283,390,279,380
BloodImage_00210.jpg,RBC,559,640,330,444
BloodImage_00210.jpg,RBC,2,112,359,463
BloodImage_00210.jpg,WBC,343,558,335,479
