filename,cell_type,xmin,xmax,ymin,ymax
BloodImage_00355.jpg,RBC,27,146,135,245
BloodImage_00355.jpg,RBC,192,307,228,368
BloodImage_00355.jpg,RBC,67,186,24,134
BloodImage_00355.jpg,RBC,282,381,168,281
BloodImage_00355.jpg,RBC,271,372,338,448
BloodImage_00355.jpg,RBC,67,178,246,345
BloodImage_00355.jpg,RBC,63,174,307,406
BloodImage_00355.jpg,RBC,336,445,1,81
BloodImage_00355.jpg,RBC,493,591,105,199
BloodImage_00355.jpg,RBC,433,507,50,139
BloodImage_00355.jpg,RBC,476,555,1,95
BloodImage_00355.jpg,RBC,555,640,19,123
BloodImage_00355.jpg,RBC,280,383,68,159
BloodImage_00355.jpg,RBC,370,490,143,228
BloodImage_00355.jpg,Platelets,229,278,411,452
BloodImage_00355.jpg,Platelets,140,183,210,251
BloodImage_00355.jpg,Platelets,262,300,6,48
BloodImage_00355.jpg,Platelets,419,456,119,155
BloodImage_00355.jpg,WBC,330,566,211,436
