filename,cell_type,xmin,xmax,ymin,ymax
BloodImage_00392.jpg,RBC,135,265,331,453
BloodImage_00392.jpg,RBC,379,509,118,240
BloodImage_00392.jpg,RBC,496,626,74,196
BloodImage_00392.jpg,RBC,537,640,218,322
BloodImage_00392.jpg,RBC,505,614,322,434
BloodImage_00392.jpg,RBC,400,509,363,475
BloodImage_00392.jpg,RBC,286,395,365,477
BloodImage_00392.jpg,RBC,258,397,281,381
BloodImage_00392.jpg,RBC,1,119,139,261
BloodImage_00392.jpg,RBC,111,231,241,332
BloodImage_00392.jpg,RBC,298,392,20,122
BloodImage_00392.jpg,RBC,11,128,52,159
BloodImage_00392.jpg,RBC,191,292,1,78
BloodImage_00392.jpg,RBC,414,515,1,78
BloodImage_00392.jpg,WBC,128,410,67,296
