filename,cell_type,xmin,xmax,ymin,ymax
BloodImage_00039.jpg,WBC,107,270,212,347
BloodImage_00039.jpg,RBC,245,370,86,198
BloodImage_00039.jpg,RBC,47,140,165,259
BloodImage_00039.jpg,RBC,12,145,76,179
BloodImage_00039.jpg,RBC,195,296,346,447
BloodImage_00039.jpg,RBC,120,221,358,459
BloodImage_00039.jpg,RBC,83,184,356,457
BloodImage_00039.jpg,RBC,15,116,356,457
BloodImage_00039.jpg,RBC,310,411,309,410
BloodImage_00039.jpg,RBC,417,518,304,405
BloodImage_00039.jpg,RBC,485,586,197,298
BloodImage_00039.jpg,RBC,474,589,2,111
BloodImage_00039.jpg,RBC,358,474,1,95
BloodImage_00039.jpg,RBC,111,227,1,95
BloodImage_00039.jpg,RBC,131,247,77,172
BloodImage_00039.jpg,Platelets,1,45,19,61
BloodImage_00039.jpg,Platelets,548,583,293,324
BloodImage_00039.jpg,RBC,377,502,171,283
BloodImage_00039.jpg,RBC,487,574,391,480
