filename,cell_type,xmin,xmax,ymin,ymax
BloodImage_00368.jpg,RBC,260,397,359,454
BloodImage_00368.jpg,RBC,303,396,288,379
BloodImage_00368.jpg,RBC,440,558,344,442
BloodImage_00368.jpg,RBC,364,467,54,152
BloodImage_00368.jpg,RBC,231,337,87,177
BloodImage_00368.jpg,RBC,262,357,164,250
BloodImage_00368.jpg,RBC,128,256,27,140
BloodImage_00368.jpg,RBC,438,531,1,95
BloodImage_00368.jpg,RBC,483,598,1,100
BloodImage_00368.jpg,RBC,366,512,217,334
BloodImage_00368.jpg,RBC,370,482,144,237
BloodImage_00368.jpg,RBC,122,237,325,451
BloodImage_00368.jpg,RBC,507,611,176,282
BloodImage_00368.jpg,WBC,1,132,223,434
