filename,cell_type,xmin,xmax,ymin,ymax
BloodImage_00403.jpg,RBC,454,581,197,300
BloodImage_00403.jpg,RBC,303,374,284,389
BloodImage_00403.jpg,RBC,339,466,159,262
BloodImage_00403.jpg,RBC,337,464,157,260
BloodImage_00403.jpg,RBC,323,407,120,201
BloodImage_00403.jpg,RBC,234,361,84,187
BloodImage_00403.jpg,RBC,211,317,1,108
BloodImage_00403.jpg,RBC,1,90,14,122
BloodImage_00403.jpg,RBC,1,63,138,239
BloodImage_00403.jpg,RBC,210,316,336,444
BloodImage_00403.jpg,RBC,9,112,371,469
BloodImage_00403.jpg,RBC,11,114,272,370
BloodImage_00403.jpg,RBC,78,183,368,449
BloodImage_00403.jpg,RBC,490,590,10,116
BloodImage_00403.jpg,RBC,556,640,126,197
BloodImage_00403.jpg,WBC,70,287,165,368
BloodImage_00403.jpg,Platelets,369,431,260,325
BloodImage_00403.jpg,Platelets,564,615,1,44
