filename,cell_type,xmin,xmax,ymin,ymax
BloodImage_00037.jpg,WBC,421,541,302,420
BloodImage_00037.jpg,RBC,187,291,107,225
BloodImage_00037.jpg,RBC,272,375,89,180
BloodImage_00037.jpg,RBC,251,354,175,266
BloodImage_00037.jpg,RBC,268,371,199,290
BloodImage_00037.jpg,RBC,529,636,130,252
BloodImage_00037.jpg,RBC,553,640,191,296
BloodImage_00037.jpg,RBC,479,566,215,320
BloodImage_00037.jpg,RBC,448,535,186,291
BloodImage_00037.jpg,RBC,410,497,177,282
BloodImage_00037.jpg,RBC,362,449,156,261
BloodImage_00037.jpg,RBC,520,607,33,138
BloodImage_00037.jpg,RBC,479,566,26,131
BloodImage_00037.jpg,RBC,389,476,15,120
BloodImage_00037.jpg,RBC,96,183,382,471
BloodImage_00037.jpg,RBC,14,101,320,409
BloodImage_00037.jpg,RBC,17,104,76,165
BloodImage_00037.jpg,RBC,14,115,136,238
BloodImage_00037.jpg,RBC,37,138,171,273
BloodImage_00037.jpg,RBC,48,147,5,81
BloodImage_00037.jpg,RBC,113,212,13,89
BloodImage_00037.jpg,RBC,126,225,31,107
BloodImage_00037.jpg,RBC,543,640,335,440
BloodImage_00037.jpg,RBC,331,424,436,480
BloodImage_00037.jpg,RBC,179,292,305,411
BloodImage_00037.jpg,RBC,145,258,241,347
BloodImage_00037.jpg,RBC,95,208,224,330
BloodImage_00037.jpg,Platelets,132,174,111,157
BloodImage_00037.jpg,Platelets,364,397,63,101
BloodImage_00037.jpg,RBC,1,102,248,347
