filename,cell_type,xmin,xmax,ymin,ymax
BloodImage_00081.jpg,RBC,346,456,196,279
BloodImage_00081.jpg,RBC,243,353,266,349
BloodImage_00081.jpg,RBC,239,343,174,270
BloodImage_00081.jpg,RBC,232,336,1,88
BloodImage_00081.jpg,RBC,104,211,1,106
BloodImage_00081.jpg,RBC,299,415,60,162
BloodImage_00081.jpg,RBC,499,613,28,127
BloodImage_00081.jpg,RBC,7,111,287,383
BloodImage_00081.jpg,RBC,210,314,367,463
BloodImage_00081.jpg,RBC,493,597,98,194
BloodImage_00081.jpg,RBC,444,512,1,67
BloodImage_00081.jpg,RBC,14,95,405,480
BloodImage_00081.jpg,RBC,149,235,279,361
BloodImage_00081.jpg,RBC,137,211,382,459
BloodImage_00081.jpg,WBC,301,451,346,462
BloodImage_00081.jpg,Platelets,358,401,300,345
BloodImage_00081.jpg,Platelets,249,292,87,132
