filename,cell_type,xmin,xmax,ymin,ymax
BloodImage_00271.jpg,RBC,507,613,337,455
BloodImage_00271.jpg,RBC,562,640,278,373
BloodImage_00271.jpg,RBC,503,618,181,295
BloodImage_00271.jpg,RBC,129,229,204,308
BloodImage_00271.jpg,RBC,321,405,353,459
BloodImage_00271.jpg,RBC,355,455,355,459
BloodImage_00271.jpg,RBC,74,190,24,145
BloodImage_00271.jpg,RBC,463,577,1,77
BloodImage_00271.jpg,RBC,75,175,366,470
BloodImage_00271.jpg,RBC,141,233,344,425
BloodImage_00271.jpg,RBC,348,446,250,350
BloodImage_00271.jpg,WBC,183,380,60,264
BloodImage_00271.jpg,Platelets,526,558,123,164
