filename,cell_type,xmin,xmax,ymin,ymax
BloodImage_00113.jpg,RBC,262,366,151,245
BloodImage_00113.jpg,RBC,169,273,23,117
BloodImage_00113.jpg,RBC,496,584,178,248
BloodImage_00113.jpg,RBC,533,640,285,389
BloodImage_00113.jpg,RBC,84,193,366,442
BloodImage_00113.jpg,RBC,10,99,66,184
BloodImage_00113.jpg,RBC,365,485,151,268
BloodImage_00113.jpg,RBC,299,404,265,369
BloodImage_00113.jpg,RBC,573,640,1,70
BloodImage_00113.jpg,RBC,377,473,393,476
BloodImage_00113.jpg,RBC,11,102,324,410
BloodImage_00113.jpg,WBC,62,236,204,359
BloodImage_00113.jpg,WBC,257,288,430,457
