filename,cell_type,xmin,xmax,ymin,ymax
BloodImage_00008.jpg,WBC,42,277,183,381
BloodImage_00008.jpg,RBC,398,519,222,330
BloodImage_00008.jpg,RBC,505,626,103,211
BloodImage_00008.jpg,RBC,366,472,315,413
BloodImage_00008.jpg,RBC,456,562,312,410
BloodImage_00008.jpg,RBC,524,630,250,348
BloodImage_00008.jpg,RBC,534,640,335,433
BloodImage_00008.jpg,RBC,353,459,43,141
BloodImage_00008.jpg,RBC,316,422,43,141
BloodImage_00008.jpg,RBC,265,371,25,123
BloodImage_00008.jpg,RBC,221,327,18,116
BloodImage_00008.jpg,RBC,109,221,1,85
BloodImage_00008.jpg,RBC,1,96,166,299
BloodImage_00008.jpg,RBC,263,365,402,480
BloodImage_00008.jpg,RBC,178,280,402,480
BloodImage_00008.jpg,RBC,1,102,1,77
BloodImage_00008.jpg,RBC,196,313,135,215
BloodImage_00008.jpg,RBC,447,607,392,480
BloodImage_00008.jpg,RBC,148,234,62,172
BloodImage_00008.jpg,RBC,438,564,1,85
