filename,cell_type,xmin,xmax,ymin,ymax
BloodImage_00034.jpg,WBC,350,543,181,359
BloodImage_00034.jpg,WBC,310,458,351,480
BloodImage_00034.jpg,Platelets,524,562,334,377
BloodImage_00034.jpg,Platelets,52,90,85,128
BloodImage_00034.jpg,RBC,127,259,130,270
BloodImage_00034.jpg,RBC,97,205,298,415
BloodImage_00034.jpg,RBC,1,107,336,453
BloodImage_00034.jpg,RBC,62,174,407,480
BloodImage_00034.jpg,RBC,518,602,1,98
BloodImage_00034.jpg,RBC,484,568,17,128
BloodImage_00034.jpg,RBC,452,537,34,145
BloodImage_00034.jpg,RBC,409,494,54,165
BloodImage_00034.jpg,RBC,358,443,84,195
BloodImage_00034.jpg,RBC,555,640,282,393
BloodImage_00034.jpg,RBC,571,640,352,464
BloodImage_00034.jpg,RBC,102,175,23,128
BloodImage_00034.jpg,RBC,143,226,22,126
BloodImage_00034.jpg,RBC,278,372,16,121
BloodImage_00034.jpg,RBC,207,320,283,401
