filename,cell_type,xmin,xmax,ymin,ymax
BloodImage_00044.jpg,WBC,196,345,257,411
BloodImage_00044.jpg,WBC,1,121,40,154
BloodImage_00044.jpg,RBC,68,209,371,473
BloodImage_00044.jpg,RBC,69,154,288,383
BloodImage_00044.jpg,RBC,409,517,54,161
BloodImage_00044.jpg,RBC,49,157,142,249
BloodImage_00044.jpg,RBC,207,315,59,166
BloodImage_00044.jpg,RBC,170,278,145,252
BloodImage_00044.jpg,RBC,301,409,23,130
BloodImage_00044.jpg,RBC,503,611,168,275
BloodImage_00044.jpg,RBC,520,628,94,201
BloodImage_00044.jpg,RBC,505,613,30,137
BloodImage_00044.jpg,RBC,516,622,415,480
BloodImage_00044.jpg,RBC,1,79,323,435
BloodImage_00044.jpg,Platelets,520,555,377,413
BloodImage_00044.jpg,Platelets,561,596,366,402
BloodImage_00044.jpg,Platelets,353,388,434,470
BloodImage_00044.jpg,Platelets,114,150,126,157
BloodImage_00044.jpg,RBC,387,482,319,412
BloodImage_00044.jpg,Platelets,502,537,310,346
