filename,cell_type,xmin,xmax,ymin,ymax
BloodImage_00088.jpg,RBC,413,537,202,317
BloodImage_00088.jpg,RBC,227,338,372,457
BloodImage_00088.jpg,RBC,34,145,2,100
BloodImage_00088.jpg,RBC,122,233,236,334
BloodImage_00088.jpg,RBC,367,478,123,221
BloodImage_00088.jpg,RBC,1,108,139,249
BloodImage_00088.jpg,RBC,245,356,123,221
BloodImage_00088.jpg,RBC,526,637,56,154
BloodImage_00088.jpg,RBC,419,514,1,78
BloodImage_00088.jpg,RBC,1,92,300,393
BloodImage_00088.jpg,WBC,254,381,225,370
BloodImage_00088.jpg,Platelets,61,88,387,415
BloodImage_00088.jpg,Platelets,77,103,432,472
