filename,cell_type,xmin,xmax,ymin,ymax
BloodImage_00391.jpg,RBC,19,133,312,440
BloodImage_00391.jpg,RBC,308,422,365,480
BloodImage_00391.jpg,RBC,500,619,244,359
BloodImage_00391.jpg,RBC,474,600,151,257
BloodImage_00391.jpg,RBC,565,640,26,152
BloodImage_00391.jpg,RBC,472,565,33,149
BloodImage_00391.jpg,RBC,346,472,1,106
BloodImage_00391.jpg,RBC,356,473,104,197
BloodImage_00391.jpg,RBC,217,334,85,178
BloodImage_00391.jpg,RBC,378,474,205,304
BloodImage_00391.jpg,RBC,467,567,395,480
BloodImage_00391.jpg,RBC,190,291,408,480
BloodImage_00391.jpg,RBC,149,260,317,411
BloodImage_00391.jpg,RBC,1,129,109,220
BloodImage_00391.jpg,WBC,207,418,160,388
