filename,cell_type,xmin,xmax,ymin,ymax
BloodImage_00378.jpg,RBC,26,124,217,319
BloodImage_00378.jpg,RBC,131,229,225,327
BloodImage_00378.jpg,RBC,64,162,115,217
BloodImage_00378.jpg,RBC,1,82,113,213
BloodImage_00378.jpg,RBC,265,360,173,271
BloodImage_00378.jpg,RBC,166,292,131,222
BloodImage_00378.jpg,RBC,138,256,64,137
BloodImage_00378.jpg,RBC,34,150,1,81
BloodImage_00378.jpg,RBC,462,592,54,162
BloodImage_00378.jpg,RBC,345,471,1,74
BloodImage_00378.jpg,RBC,248,349,71,173
BloodImage_00378.jpg,RBC,420,524,181,299
BloodImage_00378.jpg,RBC,478,582,167,269
BloodImage_00378.jpg,RBC,69,167,369,471
BloodImage_00378.jpg,RBC,376,474,293,395
BloodImage_00378.jpg,WBC,171,399,285,480
